cleaned_content,sentiment
ok,2
mantabbbb,2
anjir nyesal gua langgan gojek plus gua gofoodnya gak syarat minimal ribu hemat boros uang bulan,0
mahal jrg promo pdhl langgan bgt otw sekolah,0
aplikasi geblek masak beli makan yg paket hemat makan oper drivernya tolong tindak,0
praktis cepat,2
bantu banget,2
sepi order,2
tolong benah resto yg udh tutup ga bener pesan gofood jam siang jam sore ga udh x ganti resto udh x ganti driver tetep ga ngeluh titik resto nya ga ketemu ketemu resto nya tutup,0
bantu jalan,2
orang ramah bawa motor nyaman,2
gojek salah alat transportasi percaya membrikan nyaman konsumen maju trus gojek,2
bagus tingkat,2
pokok udaah okeee dehh,2
nice bngt,2
,2
aman nyaman,2
asyik,2
bagus,2
,2
dpt promo mobil motor,2
kasi driver semenjak nya sistem slot kena potong persen,0
gopaylater anehselama pakai lambat bayar sekali telat bayar hari bbrp rawat rumah sakit langsung wa lebar hari penuh istri rawat tdk bs fingerprint telat bayar bayar denda rbhari lambat hari langsung anggap maling blokir bayar cepat bulan jatuh tempo blokir lagiperlu lapor ojk,0
nggak login masuk pin gopay selfie aplikasi nggak buka kamera gilir lapor aplikasi buka kamera ktp selfie trus respon lapor lapor aplikasi gimana nggak login,0
oke,2
orang nya ramah,2
aja oknum driver yg senang umur pke gojek gocar enak legowo cmn driver bikin speechless,2
bantu jalan,2
,2
oke,2
nice,2
suka gojek driver nya ramah kali pakai ojek online ya gojek banget kenang nya gojek moga gojek jaya developer tolong donk adain pilih supermarket nya menu gomart alfamart alfamidi adain superindo hypermart dll kyk aplikasi belah ya please,2
good,2
lumayan,2
bikin mudah kalo mana aja moga desa jangkau apk nih,2
udah jarang promo biaya layan ongkir ga layan loyalitas kasih,0
aplikasi bagus kurir layan yg baguskrn panggil customer namanyakalau umur pakai kak sopannamun mes terima orang tua panggilah,2
bantu,2
gopay aktif aktif nya antri penuh syarat guna gopay later,0
bagus layan nya,2
mantap,1
,2
cepat aman,2
maaf admin login riwayat transaksi gojek gopay akun gopay karna no hp sdh aktif email terivikasi apgred plus tolong bantu login gopay kalu nomor rusak akun kait nomor daftar gojek daftar gopay aja,1
bagus bantu alami kemageran,2
ok,2
fitur one tap hapus kadang user tekan tombol gojek langsung ter pesan cek promo pes gojek,1
aplikasi tololgopay later bayar nonaktifintoloool,0
cocok yg,2
ok,2
bagusss,2
utk link map gak langsung buka gosend,2
bagus,2
mahal banget logis ga gw beli rb ayam geprek tbtb bayar rb loe untung jek gojek,0
lega coba pakai sesuai expetasi thx,2
gopay pinjam udah lunas tagih aja ngerampok gimana,0
good,2
bantu,2
ok,2
is the best,2
kadang abang abang gojek bantu orang kenal,2
banyak voucher gofood nya,2
bantu,2
oke,2
,2
oke terima kasih,2
saran verifikasi mes ojek karna verifikasi pesan ojek mes,0
mantap,2
download,0
aplikasi bantu,2
gojek kesini gjls segitu nya gojek deket stasiun gaada yg ngambil posisi kerja buru buru ojek pangkal mahal yg sat set,0
bantu transportasi,2
jelek,0
keren,2
okeh,2
bagussss banyakin promonya yeahh,2
mantap,2
lupa goto pin pulih akun ganti nomor ikut goto pin yg lupa lapor transaksi gojek isi transaksi menggunakn gojek gopay alhasil saldo yg topup ga ga masuk akun gojek gopay udh nya ga solusi,0
beli makan gak rumah,2
keren,2
oke mantap,2
goodd aplikasi baguss,2
,2
jelek gojek ga ramah emosi bawa,0
on time,2
lemott klo pesan makan,0
ferivikasi aktfkan tunggu bosan nunggu jalan aplikasi parah,0
bantu pas laper malam,2
mantap,2
jijik bgt iklan gosend aplikasi iklan bikin wajar udah ya diclose iklan gosend kasih panah yg gak klik bolak pencet paksa close aplikasi iklan gosend ide buruk iklan gak bikin orang tarik bikin infill,0
toppp,0
layan mudah guna aplikasi gojek,2
makasihh ya admin yg cepat bales cepat atas masalah,2
oke,2
,2
bagus,2
muas,2
mantaf,2
mudah dh langgan jga sih gopaynya jga bgt manfaat promo jga sifat klo ngebatalin jalan jarak nnti pas ngambil order selamjutnya kyk mahal gitu,2
good,2
baik,2
good job,2
bagus,2
laper gofood aja,2
muas,2
nya perlidungan akun karna tipu aplikasi nomor yg tau tolong donk jaga akun pakai aplikasi kecewa,0
kecewa banget gojek tagih gopay pinjam telat hari nerornya jem ranah ancam nyebar data telat hari jatuh tempo tgl tgl malem bayar nerornya naudzubillah pagi sore kecewa banget sih kayak aplikasi ilegal jatuh ngancem pakai ancam datengin rumah ancam data sebar buli dc nya,0
puas,1
puas,2
bagus,2
bantu gojek,2
terima kasih layan,2
pakai era gempur aplikasi ojo yg,2
aplikasi jahat,0
trimakasih gojek,2
aplikasi mantaaaapp,2
kereen,2
susah buka,0
bantu transportasi,2
mesen gofood driver nya biaya mahal tambah driver bilang ongkos nya cuman paksa pindah aplikasi belah,0
senang bantu,2
oke,2
ok,2
cepat mudah makasih,2
kadang kadang ketemu driver gojek terima panggil menit batal buang buang ketemu driver gajek nomor polisi kendara roda sesuai kendara nopol beda motor bengkel,1
apk ga udh mencet tuju rumah yg sv lokasi gblk,0
tolong,2
transaksi hemat batal bikin konsumen bingung shock,1
bnyak promo nya driver nya ramah ramah,2
top banget,2
ubur ubur ikan lele pake gojek serba lee,2
terimakasih,2
mudah cari sarana transportasi perlu dadak giat hari moga jangkau daerah kampung terkadang butuh kampung ribed bawa kendara,2
trimakasih,0
sen goofud udh bro kli udh cancel gjls,0
gojek ok dah pokok nya,2
ongkirnya skrg jrg diskon kyk,1
mantab,2
bantu,2
sippppp,2
oke,2
pilih utama transportasi grab,2
guna,0
cepat,2
bantu saat butuh,2
mantap,2
oke,2
keren,2
oke banget,2
good jobs,2
kesini gajelas akun tibatiba bgt beku transaksi kyk gapernah aneh aneh,0
senangkarna masukandan terima,2
pilih toko pesan gomart ga toko rumah tolong pilih toko sedia biar ga cancel order,2
cepet mudah dlm cari transportasi,2
keren,2
sungguh kecewa,0
makan mahal nunggu ongkir reguler aja udh lumayan ngeluarin biaya gak cepet cepet banget,0
fast raspont,2
mantap pokok nya,2
bantu,2
mohon maaf goto belanja makan pake gojek ga dapet promo langgan mas prioritas langgan mohon tekan ganti aplikasi mohon maaf tpi gin trus males investasi aplikasi,0
ok,2
trimakasih,2
manfaat,2
mantap ngebantu anak ga beli,2
mantap,2
sampe aplikasi gojek tolak verifikasih wajah sampah sampah,0
mantapp,2
ramah,2
good application,2
okee,2
mantap keren sngat bantu,2
lengkap fitur gojek mantap,2
lancar,2
layan cepat,2
bantu kaum gak kendara,2
mantep josss,2
mantap,2
bagus,2
selesai aktivasi gopay tabung by jago otomatis saldo gopay dipindahin situ pas cek saldo tabung saldo gopay gimana ya chat cs nya tutup,0
hm gitula kadang dpt gojek yg ga bnr layan kadang yg bgt,2
gak login karna email daftar maksud gimana daftar gak karna email daftar,1
gojek is the best,2
keren,2
baik,2
mantap,2
heh aplikasi bangke telat doang denda k emang w minjem rentenir w pake paylater k denda k gilaaa nama peras denda,0
nice,2
ok,2
diskon mantep dah,2
bantu,2
oke,2
senang,2
oke,2
moga masalah manfaat jangka aamiin,2
gojek gak bener driver potong gopay tampa berita,2
nyaman,2
parah sih gopay later denda hari ga bayar gede banget k utk kali pinjam,0
g aktifin gopay pinjam,1
driver butuh banget,1
baik,2
layan bagustepat waktudriver bawa kendara hati,2
kpd gojekgopay sy ngasih tau ngasih limit gopayleter belanja akhira gak pakai sy belanja akun gopayleter sy langsung direview gak,0
biaya driver sabar ramah cepat supel mobil bagus,2
oke,2
mantap,2
drivernya top,2
bagus,2
bagus,2
good,2
ok,2
jemput waktudrivernya ramah,2
gojek cepat n layan,2
asyiik,2
layan driver cepat ramah,2
aplikasi yg bagus mudah bantu butuh transportasi,2
mantap,2
mohon jelas order go food biaya ongkir driver naif aplikator peras tenaga driver wajib nafkah keluarga taruh nyawa jalan driver manusia tolong perhati sejahtera,0
bantu bsa cepat pergi,2
ga pakai gojek pesan go food bayar harga mahal normal driver ongkos bersih rb perak antar hujan makan mana lari uang yg bayar ongkos kirim driver rp rb sungguh manusiawi timpal juang driver gojek,0
mantap,2
mantap,2
apk gk jeles suruh verifikasi muka udh delapan kali gk lolos cahaya pakai cahaya senter aj gak lolos,0
puas dgn apk ny mudah dgn biaya terjangaku,2
lumayan mohon tuju maps nya tolong jelas masak stasiun kepanjen malang maps gojek,2
bantu aplikasi,2
okey banget,2
top,2
gojek membatujos deh poko e,2
layan ok,2
thankyu gojek,2
bikin pin suruh masukin pin,0
kepencel lgsg cancel tp blm pake promo,0
mantap,2
ok,2
promo tingkat,2
mantap,2
susah cari driver jam ramai driver numpuk gegara ceo nya ga becus jalanin company,0
kalo pagi pick upnya,0
mudah bantu aplikasi,2
aplikasi bantu,2
utk buka chat skrg gak,2
ga tau uninstal gojek,0
bantu,2
sen gak ngambil gak kerja gak niat,0
ok,2
sangatt aman kantong ajar,2
ok banget,2
bantu,2
pergi beli jajan gojek solusi,2
trimakasih bantu transportasi,2
suka banget bayar gopay suka aplikasi belah kalo makan driver,0
jemput cepat drivernya ramah,2
hemat kantong,2
mantap,2
malam paman gojek akun syaa driver dunia skrng kunjung aktif dri skrng tdk aktif jga,0
mahal ongkir barangdpt diskon aj kyk gk pake diskonbeda belah murah belah,0
aplikasi membantutetapi sayang mahal,0
good,2
,2
oke,0
bantu,2
ongkir mahal draver nya bayar murah,0
harga menu app resto selisih bnget gilaplus ongkirnya yg terkadang gak masuk akalbisa x lipat harga makan,0
kaga gopay nya bom dipake gojek plus nya nya diskon rb tpi pas pencet diskon perak,0
terimakasih gojek,2
parah,0
bagus banyakin promo ya,2
gofood sulit dapet driver area nya mudah jangkau ojek online tunggu jam ujung nihil driver,2
mantul cepat,2
ya bantu,2
membanti,2
sengaja bintang ni gojek lot chat driver ceklis tau sampemau tracking map lot ga jalan,2
sekaaliiiiiiiiiiiii,2
pas,2
oksenang jalan bersmaa gojeg,2
tingkat,2
alam go food buruk nyari dekat kasih harga kali lipat,0
aplikasinyaa jalan lancarr jarang kasih voucher gofood tp gapapa ttp bintang,2
titik lokasi tdk akurat bikin tengkar dgn sopir baik akurasi lokasi,0
posisi driver jauhterlalu tunggu kasihan drivernya jemput driver mnta cancel kali kali mesankenapa kasih driver yg yg,0
,2
the best drivers gojek,2
tarif mahaaal potong driver kasi woi drivernya kerja si gojek nguntungin kayak zaman kolonial aja,0
sih selesai ny ngg profesional bngt gw gk sengaja sen makan blom dapet voucher eh pas gw batalin ngg menit sen eh g dibatalin coba tolong ya baik menit pesan g dibatalin karna g sengaja pesan,0
login hp orang daeurat susah,0
anjirlahhh sen gofood pake kirim ekonomis udah nunggu jam cancel ga dpt driver hapus aja layan ga anjir,0
bantu,2
gampang,2
mantapp,2
ok,2
tuju gojek tranpot,2
gojek baik,2
,2
utama driver langsung jalan ambil abai langgan tunggu sebal,2
keren,2
bantu,2
gojek bagus alternatif murah bantu lapar mw sen makan mw pulang kuliah ongkos murah sen makan gojek aja harga makan rb biaya tangan ongkirnya aja sudh lebih harga makan,0
andal bantu hidup yg serba riweh,2
diskon nya dikit bgt padah udh langgan pake gojek saran aja kalo guna langgan kasih diskon,0
susah cari driver d wilayah,2
pesan tp batalin gak niat kerja,0
okeee,2
bantu,2
ok,2
soto enaksukses lancar slalu ya pakbuk,2
ok,2
driver sengaja ga jalan biar yg cancel,0
aplikasi yg bantu pergi ribet,2
latih edukasi driver nya,0
aplikasi jenis produk bayar transportasi,2
butut kasih denda g ngotak hari doang lupa bayar denda k ngebet haji ya lu tdinya langgan gojek plus lgi tpi haroream ning boikot,0
ok,2
aplikasi jelek banget gofood jarang banget promo promo nya pake jenius dll klo sen gocar susah karna zonasi jd klo pergi jarak susah dapet nya suka dinas daerah susah banget dapet gocar bandara tolong aplikasi konsisten yg jd mudah langgan yg sulit langgan,1
driver ok,2
percaya gojek mantap,2
bagussss,2
senang,2
tagih k digopaylatter lupa bayar telat denda k stresss shoppe aja telat bulan denda k,0
kemudi dapet,0
bantu masyarakat,2
terimakasih go jek,2
bagus mudah apl depan canggih mudah,2
lot bgt pdhl udh gonta ganti jaring smpe pake wifi klo udh sen langsung ngelag abistu spay later potong blum dapet order,0
gojek ok,2
mudah promo,2
manfaat,2
lg yaa,2
,2
ramah,2
ok banget,2
mantap,2
kasi tau tuk driver gojek motor karna cancel dn oper orderanmentang ga suspend slalu batalinkalo emang ga ambil jgn terima tp dibatalin gitu aja laku suspend kyk aplikasi sebelahbiar bs harga customer,0
siip,2
layan bagus,2
mudah,2
ngambil riba nya kasi orang miskin makan ngutang makan pas telat hari denda nya rb harga makan ambil bunga orang ga berat puguh aplikasi gojek bantu orang ga uang ngutang bunga nya masya alloh gede bener riba masuk jgn ngambil bunga,0
banyakin promo nya dgn gomart gofood nya mageran,2
kirim cepat tau lokasi,2
mantap moga bruntung,2
not bad,2
layan ramah,2
bantu jalan alamat yg tuju,2
pelit voucher,1
enak kali instal lasung kasih diskon,2
bagus,2
lot kak,2
gojek plushny promonya harga gojek yg promonya ramah kantong ngyesel,1
bagusss,2
cepat praktiss,2
pelit promo pake atur bla bla bla promonya ga pdahal uda beli kecewa,0
pelit promo,0
,2
betul nya gojek bantu tpi driver terimakasih gojek kali ny kapok,0
the best,2
buruk oreder go shop arep pik gk yg mw nerima driver nyah,0
uninstall,0
suka layan driver yg ramah sopan,2
top banget tingkat kerja baik nya banyak promo,2
ngasih tipkarena kadang lupatolong diperhatikanterima kasih terima kasih gojek saran yg atas diaplikasikanjadi ngasih tip barang antar,2
aman nyaman,2
ketidaknyamannya pake aplikasi kecewa order anggap enteng bikin kecewa tunggu order anak sampe jam posisi stay rantau,0
puwas yaman semuwanya,2
,2
,2
bayar tagih gopay later terang minimum bayar bayar tagih dc gopay bayar kali jadi main kasih denda aja nasabah tagih denda kantor gojek jelas kirim email wa adu gak yg respon hubung,0
gak kirim foto galerikecewa bangetpadahal fitur bantu driver nemuin,0
senang,2
banyak notifikasi gak auto uninstall,0
denda mahal sekaliudah kayak rentenir pdhl ga rb pinjam ttp denda rb,1
driver ojol pribadi,0
,2
alhamdulilah bpk tukang gojek sopan nyaman selamat jaga terima kasih bpk gojek,2
senang,2
pake aplikasi dr pke payleter rb an telat denda rbterus denda nya tuh rb perhariklo telat rbharusnya jngn gtu da ga orang gaji batasin kek sampe tgl asa ga telat bayar,0
bagus guna saat,2
gojek lg hemat efiensi,2
banyak update kena biaya layan siap utk siap makan gofood warung nya sampe jam estimasi kirim jg kesini mahal sering update mgkin isa d tambah nilai utk driver yg batal kn order konsumen,0
mantap,2
baik,2
sen gocar kali batal batal teruss kaga cari duit gimna sih,0
bantu aplikasi gojek aja mana aja tinggal klik,2
baik,2
bantu,2
belanja goshop aja dipersulitgojek goblook ngeselin,0
aman akun,0
bayar lancar sesuai tanggal gk telat transaksi slalu beku,0
terbaikkkkk,2
penuh butuh penggunasukses gojek,2
promo sepi vocer sepi ga udh bangkrut ya,0
bagus,2
bagus bantu aplikasi iklan ganggu,2
tagih gopay later telat jam denda ga ngotak bgt gausah dipake,0
mantap,2
cinta produk negri,2
otw uninstall gojek promo gofood bijak kait harga pilih harga ekonomis akun,0
gw sen gofood jam gak nyampe nyampe nahan laper sampe tidur,0
kecewa pakai gofood kalo tolong tutup aja resto gak komit tu telat masak menit oke hapir jam telat nyiapin makan alas order custemer driver dirugiin beli karna lapar main main ya mending lu tutup apk dah akhir paki gofood resto gak komit ajq diizinin buka lihat tuh apk belah gimana pelayananya,0
masak pesan gofood jam,0
beli gojek plus ga guna awoakwoakwok diskon ongkir gojek plus rb handling delivery fee nya k awoakwoakwok aplikasi kapitalis,0
gilak ni apps bantu bgt makas mimin,2
good job,2
mantap,2
bagus,2
mantap,2
bayar gopayletter gopayletter blok aneh,0
bantu jalan urgen makan sampe barang yg buru d,2
gopay later tolong baik kasi tawar cicil sampe kali situ akun gopaylaternya langsung beku aneh tanda boleh utang bagus,0
terimakasih,2
baguss,2
bantu,2
udah ga pesan goridegocar bayar tagih parkirtol udah bayar cash driver nya sumpah ngerugiin bgttt tauuu ngebuat susah klo mana tolong gojek cek biar pake fitur goridegocar,0
kecewa berat layan gofood guna chat cs selesai tunggu jam makan ujung ujung driver tutup aplikasi bodoh,0
bgus tpi gk gojekkalau cancel goridegocar gk gausah wktu gk gin wktu nya diprpanjang gitu mnit aj kalo cuman detik ksi wktu video viral ank sma gk sngaja kpencet beli mkanan smpe ribu ditwarin smpe sekolah biar beli mkanan trsebutnah perihal kn psti krna cancel cuman detik sja wktu cancel yg sngat sbentar bgt gk gausah,0
karna hujan dirver karna udah uang males kerja gimana gaapaham order pas grimis ga dpt driver food aplikasi oren hujan deras hajar gojek driver sesuai foto aplikasi bingung order,0
bun pake go jek x ribu sam ribu tagih k gila,0
ok,2
bayar gopay later error gilir telat denda mn denda byk bgt saran yg pake mending pikir lg dah,0
bagus,2
suka gojek anter makan jalan,2
tolong gojek suspend driver yg suka nge cancel orderanpadahal udah nungguin eh s driver nge cancel,0
blokir ga pakai promo gofood ga pakai lapor tolak alas rusak,0
aplikasi guna kendala terima kasih perhati,2
tolong drivernya sopan etika preman baca instruksi detail udah kasih langgan spam chat nanya nanya titik lokasi hadeuh kocak tuju family diem risa sampe ujung dunia ga ketemu baca bener woyy bener bener emosi jiwa driverdriver gojek,0
jelekk ga sengaja order gofood ga d batalin,0
tolong klo order do kasih yg akun goceng tong kasih akun yg reguler kalo gin nunggu makan cuman nyari untung aja apknya,0
okee,2
tunggu makan pesan instan aja nunggu menit cari driver driver nunggu menit jalan customer bayar mahal layan buruk tahu pesan nunggu order ojolnya biar aplikasi,0
niceee bagus bnget tolong kasih promo,2
udah kali order malaj double ujung kasihan kl cancel nya jalan baik kali gak gojek gopay alih seluruhnnya aplikasi,0
